reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A18JF0T0GOCORW,B00GWMTSRQ,"Y.Trinh ""U""","[0, 0]",Easy to adjust and feels very durable! Hinges bend to adjust. Easy to adjust to multiple angles. Landscape or portrait mode. Has grip so non-skid cushioned pads to support device. Great for movies and reading books. Small enough where I leave in my purse. Stable. Nice quality.,5,Perfect for my iPad and note3,1403654400,"06 25, 2014",
A2PTXKUUCFI79L,B005TENH34,KK Chan,"[0, 0]",I love the color it looks excatly like the color the sides give you agood grip and the black part is hard so it protects its excatly what Iwanted and I love it.,5,I love it!,1363737600,"03 20, 2013",
A3CXEHVUBRCTNY,B009B3H7V2,rickallbun,"[0, 0]",It's a screen protector much like all the other screen protectors out there. Does exactly what it's supposed to do...protects my screen. Didn't really notice a difference in the glare or fingerprint dept.,5,Serves its purpose,1364428800,"03 28, 2013",
AUHPGH3JTJDJG,B0059DLL8I,leanna morales,"[0, 0]",The white park broke off almost immediately and got dirty right away after getting the case. All in all not a good case.,2,Eh,1361318400,"02 20, 2013",
AAOYA0DKWED4W,B00FY5TFPC,WombatComputing,"[1, 1]","This fits my phone well. I don't have a problem using this and use it to protect my screen. I always protect my phone, and this makes it well protected.",5,Fits my phone well,1401580800,"06 1, 2014",
AI8ZHTJ1JX1R3,B00AI6K5JW,"Planoman ""Gadget Junkie""","[1, 1]","I bought these to use on my Nexus 7 so I also got them for my Nexus 4.  They fit well and are easy to apply.  I got a great application the first time, so I have 2 more!  These do have the proximity sensor cut out for the upper left of the screen.  I put a little pledge furniture polish on a cotton rage and wiped it down to make it a bit slicker so my finer slides easier.  They do the job for a great price!",5,Can't beat three protectors for $7,1359590400,"01 31, 2013",
A1GUHYYOW8KTCL,B009QUDLC4,JP,"[0, 0]","I bought these thinking they would be &#34;ok&#34;, turns out you don't have to spend 20 bucks to have a GOOD screen protector!",5,does what it's supposed to!,1380326400,"09 28, 2013",
A182BL642WB691,B009XGZGZG,Big.Hoss,"[0, 0]","Item works exactly as expected and holds up well for my torturous purposes. The iPod fits a little loose, as this was sized for the iPhone...but it still holds securely.",4,"Great product, exactly what I was looking for",1376697600,"08 17, 2013",
A34OD5GD02R6KN,B0049IE70I,R. Merck,"[0, 0]",This USB wall charger / power source works better then others as the connector is turned on its side for protection and it works - I RECOMMEND IT.,3,Works well,1374278400,"07 20, 2013",
A2L8FUCG0CYD4H,B000S5Q9CA,vato,"[0, 0]","This is a great product. I have several car chrgers and this one is my favorite. Especially the blue glow around the Motorola emblem. Ok, I am weird, but blue lights on anything make me happy.",5,Love the Blue Moto light,1306627200,"05 29, 2011",
A14VJHKOVUGAK6,B005SUHPO6,DJ,"[0, 0]",Overall this was a great product to protect your phone. One thing I did not like was that the rubber part would slide off easily & make it difficult to press the home button. Sometimes the clear plastic cover would make it hard to press things on the screen also. I like the product but would probably get a different style.,3,Trouble Pressin Buttons!,1373414400,"07 10, 2013",
A3RHFJXM8J5N7H,B008TXFPS2,N. Keith,"[0, 0]","The built-in cord shorted out after a few weeks of in-pocket charging.  Probable too much tension on the cord, The universal slot stil works fine.",5,Charges fa,1363824000,"03 21, 2013",
A2QA9IR0FKHS2Z,B00BI2F1F8,John,"[0, 0]",Another great case from BlackBerry. The BlackBerry branded accessories are always of the highest quality. I would highly recommend it.,5,Great case!,1376006400,"08 9, 2013",
A33XMCG1UFDSY2,B003FWLZTK,Natale A. Fruci,"[0, 0]","This product was shipped on time.  On a trip to Europe, it stopped working from a voltage converter.  I would question the quality of  this product.",1,4 port usb charger,1352246400,"11 7, 2012",
A13LHBUYIK9TMC,B00I5RBHYI,sara gillman,"[0, 0]",Love love love the bright color!!  The case is super smooth to the touch and fits my phone like it should!,5,Awesome case,1399075200,"05 3, 2014",
A1W910XG2E9X4J,B00EU527MA,Cheryl J. Riley,"[0, 0]","A very sleek and professional look, which is the reason I ordered this case.  I would definitely recommend this one to others.",4,Just what I ordered,1359676800,"02 1, 2013",
A4PYOAQ2GH8FQ,B00CAMCCLQ,"sni511per ""WALEED""","[0, 0]",I can charge my phone about 13 times on one charge of this battery. That is just what I wanted. Thank you. It does what it says it will do. The only thing it is very heavy and kind of big.,5,That is just what I wanted. Thank you.,1395964800,"03 28, 2014",
A1R1ASF40X8QSI,B003X5OBYU,"Candy Romero ""CandyGirl""","[0, 0]","I really enjoyed this case, because the colors were fantastic. It is a beautiful case. I really enjoyed it.Very Nice",5,Artistic Purple Flower,1356480000,"12 26, 2012",
A1BIDCLVLMJXD1,B00F8D80OC,Rz,"[0, 1]","It's very hard to find right case for Samsung note3 smartphone cause its size.....there're few cases are available for Amazon site...it was kinda hard to tell which of the some cases are better than others...Ordered shocksock armband and taken a chance, but kinda surprised for its nice quality, and comfort.I have used at least 3 to 4 armbands before this so know when I'd see a good armband. Also I could put my phone with a case in the armband so that's a plus....",4,Comfortable armband,1394755200,"03 14, 2014",
A7Z2J9V37ABCO,B00ESJ43FW,Justin,"[1, 2]","Extends my Galaxy S4 battery almost double, very useful for long days or even long trips.Would definitely recommend it for any S4 user!",5,Super handy!,1391644800,"02 6, 2014",
A3RDS0DJ5EJGA7,B00B5KXRZO,B,"[0, 0]",I bought this set just in case my mom decides that she can't stand her first smartphone. The nano-to-micro converter came bent. The thin part was bent into the body of the adapter. Thank goodness we don't have phones in the household that use nano SIM cards. Still makes me uneasy about using the other adapters though...,3,Bent adapter,1381968000,"10 17, 2013",
A2HQYQIFMB16T6,B0070HVR8U,S. Sotiriou,"[0, 0]",Already this case is in the garbage. Im very disappointed with this case. It took less than a month for the clip to break without much use.,2,Not good,1354406400,"12 2, 2012",
A34LXQ9YBD2IZT,B00CGE326M,Smokerg1rl,"[0, 0]","This case is okay...Fits the phone ok, the colors are as pictured, I like the pockets ... all in all i am satisfied with it and recommend it...Looks exactly as pictured.",4,Pretty Case,1369785600,"05 29, 2013",
A1PKI0ELH0111P,B0042QTEIM,User1245,"[0, 0]",My favorite cases are the rubbery hard ones.. (sounded bad ha) The only thing that I encountered was the picture looks two toned... and it isn't which is WAY better than I thought it would look! It is kind of a see through purple but not too see through.. it just isn't solid.. and it isn't as BRIGHT as the picture which is also WAAAYYY better. It is the perfect case! :) I would recommend!,5,Great Case!,1360281600,"02 8, 2013",
A2XYDHX2A1BZFP,B008U6PQA0,MeganN,"[0, 0]",This is a great case. The bumper underneath the shell keeps my screen protector safe and I feel like if I drop my phone it won't get hurt. love these cases.,5,love it,1369958400,"05 31, 2013",
A1VAUKYQDX4H2E,B005SUHPO6,MrsBellaire,"[0, 0]",Love the pink camo and the grey color. Has a girls look and feel to it. Would recommend. Great buy!!,5,Great,1342915200,"07 22, 2012",
A3RHFJXM8J5N7H,B006OP62FM,N. Keith,"[0, 0]",Charges the phone as it was designed to do.  Does seem to be the genuine Verizon part. Would purchase this item again.,5,Charger,1369872000,"05 30, 2013",
A3TZEKXYJ9KC0M,B0081V55SM,,"[0, 0]",They are alright. I change my covers constantly so I think it's cute to have match stylus but I seem to always lose them. I bought a ton of them because every time someone saw it they wanted it. They do work I just don't really use them that often anymore.,3,Alright,1390867200,"01 28, 2014",
A1UE62EU3HAJHS,B00IR57TLS,silvana walton,"[0, 0]","This is so convenient!!! I love it, I always run out of battery on my iphone and now I dont have to worry where Im going to find the next charge station or outlet.. just charge and do your thing.. Love the color too!!!",5,Love it!!!,1397088000,"04 10, 2014",
A33ARCFLTBBBE7,B005LFXBJG,"DocKaren54 ""This Too ... Shall Pass""","[0, 0]",This works great and my grandsons fought over who was going to use it. I think it's being passed around and still doing its job. It's a great value. I would buy it again; I may have to.,5,Buy Two,1388534400,"01 1, 2014",
A36XG2H1S14FW,B004K2EJ7O,Richie,"[0, 0]","This product came in and the item looked very good in person, but it is rather delicate so if you plan on having this case, its purely aesthetic and the case will break if you drop it!",5,Bought for a friend,1363910400,"03 22, 2013",
A1FQ3HRVXA4A5B,B00K6IGTI8,Heather,"[0, 0]","This is a nice phone case, especially for the price. I am usually not a huge fan of pink but there was something about the contrasting colors that really caught my attention. The blue and pink go together nicely and overall it just works! Its easy to put on a phone and can be taken off easily too if needed.",5,Nice Colors and easy to put on and take off,1404777600,"07 8, 2014",
A36Y6BFEEGBP5X,B008M0R60M,MAC,"[0, 0]","I like these dust plugs, they are small enough not to break apart like the bows, but they give a really great look with that AB color to it.",5,Pretty Dustplugs,1370822400,"06 10, 2013",
A3O0OT4UXA1LPG,B00698LYQG,Steph,"[0, 0]","This case is precious, however this is NOT the case that is in the picture, the case in the picture has a covering over the top of the phone and the bottom, this case does not. I love it, and i get compliments on it all the time, but it really makes me nervous because its plastic and i feel like it will just snap in half!",5,Rose Case,1360195200,"02 7, 2013",
AUC1ZSR0NOWRH,B007XP9BLY,risamariee,"[0, 0]","I thought that this case was super cute, and was excited to get it. Well it came in the mail today and it doesn't even  fit my phone and I am not satisfied. WILL NEVER ORDER FROM THIS COMPANY AGAIN",1,Doesn't even fit,1364601600,"03 30, 2013",
A1HT9ZACC040X8,B007XHVPLG,Joanne Echevarria,"[0, 0]",The pen are a great buy made durable and well worth your money. I was very please with the pens.,5,Great buy,1375401600,"08 2, 2013",
A14MJWI09JEK1A,B00A4ZSANA,Mac_nasty,"[0, 0]","The case itself is made quite well. The only thing I don't like is that the buttons are covered rather than cut out. I am, however, a little skeptical durability of the kick stand. Hopefully it holds up though. Other wise, like I said, the case is made well and the cut outs are perfect.Edit: kickstand broke already. Get the s line one with the kickstand.",2,Alright.,1355702400,"12 17, 2012",
A2W88VUGI6DMEM,B00B1G8FDQ,"Doug ""Doug""","[0, 0]",I wanted to get one that had a kickstand for portrait pose.  It is very hard to get it to stay in that position.  The It barely stays up.  It always fall back.  The kickstand is too low on the case and a slight touch tips it over.  I don't use the belt clip because those are dorky.  IT you use a belt clip you are a dork.  The landscape pose with the kickstand is fine.,2,Its just OK,1375920000,"08 8, 2013",
AQIP2Q5JORD8R,B005SUHRVC,Arlene Diane Oldham,"[0, 0]","love it would order it again, love the color, holds up real well, easy to hold in your hands thanks",5,otterbox case,1366156800,"04 17, 2013",
A354GLN1MK52Y5,B00EV8Y4QI,I love buying stuff,"[0, 0]",had a ballistic one prior to getting spigen..ballistic was a bit too bulky and sticky.. but it does offer the BEST protection.spigen is incredibly smooth and just the right amount of protection.A phone should not be too bulky.. so spigen wins this one.,5,wow.. i love this case.,1400112000,"05 15, 2014",
ADGQVINUFD4KJ,B0097MF0PC,Donna Martinez,"[0, 0]",This was a gift for a older nephew and it was all I thought it could be.  Fit the iphone 4 perfectly,5,Hybrid case,1389571200,"01 13, 2014",
A2HRHF83I3NDGT,B007Z419BI,WiseShopper,"[0, 0]","This is so good, i bought 6 of them. I love retractable cables, but i could never find a durable and high quality one. Most of them were made very cheap and would not work after few months. But I am glad i found this one. I have been using this for over 6 months and it still works great. The product just feels and works like a high quality product. Very solid, and the reel mechanism is perfect. Very well constructed, i would highly reccomend this to anyone who has an android phone.",5,Love it.,1385510400,"11 27, 2013",
A1RQ62VCXIAZTE,B00COHOLIY,Craig from Socal,"[0, 0]",This case is kinda cheap looking. The quality is just ok. Fits fine. My daughter is on  trip to NY so we'll see how it holds up for her.,3,Nothing great,1392595200,"02 17, 2014",
A3IBN3HJ4PGRBF,B00AJHUNZ6,RaulReviews,"[0, 0]",,5,Makes your phone looks very cool,1360800000,"02 14, 2013",
AQIP2Q5JORD8R,B007R53UQM,Arlene Diane Oldham,"[0, 0]",I like it but when handling my ipad it seems to slip off. But that's not a big problem for me. But wished it fit tighter,4,Ipad rubber case,1383868800,"11 8, 2013",
A2F4FJ3BIZ68GJ,B00AAT27SY,mm springfield,"[0, 0]","Anyone with a Samsung gs3 knows how fragile the screen is. Although this case is cute and inexpensive, it does not seem to provide adequate protection.",4,cute but not sure if practical,1380499200,"09 30, 2013",
AD20KMDUDP5EF,B005SUHPO6,Amazon Customer,"[0, 0]","Shipped immediately to me, this Yellow Otterbox is worth way more than I paid. Very good quality.  Excellent customer service as well. Excellent Value and Product",5,Great Otterbox,1360627200,"02 12, 2013",
A11J1FHCK5U06J,B00JLWFQHU,Karinna Ball,"[0, 0]",This phone case fits the Samsung Galaxy S5 perfectly! Very easy to put on and take off and all the ports etc align -- slim non bulky design and much appreciated added protection!,5,Absolutely perfect!,1400889600,"05 24, 2014",
